,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
820,['均隆街69号 3室1厅 东南'],162,12555,均隆街69号,锦江,合江亭,3室1厅1厨2卫,高楼层 (共7层),129.04㎡,平层,71.28㎡,板楼,东南,钢混结构,其他,一梯两户,无,2020-12-05,商品房,2017-10-20,普通住宅,满两年,共有,"
                                有抵押 90万元 中国银行
                              ",已上传房本照片,,,,
821,['工农院街12号 4室2厅 东南'],245,14320,工农院街12号,锦江,莲花,4室2厅1厨2卫,低楼层 (共7层),171.09㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021-06-08,商品房,2003-04-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
822,['四川日报宿舍 2室1厅 东南'],147,24202,四川日报宿舍,锦江,红星路,2室1厅1厨1卫,高楼层 (共8层),60.74㎡,平层,暂无数据,板楼,东南,未知结构,其他,一梯四户,无,2021-07-15,已购公房,2014-11-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
823,['崇德里9号 2室1厅 南'],128,16033,崇德里9号,锦江,合江亭,2室1厅1厨1卫,中楼层 (共7层),79.84㎡,平层,71.34㎡,板楼,南,砖混结构,其他,一梯两户,无,2021-07-09,商品房,2009-06-29,普通住宅,满五年,非共有,"
                                有抵押 5万元 业主自还
                              ",已上传房本照片,,,,
824,['东方广场 3室2厅 北'],230,21731,东方广场,锦江,合江亭,3室2厅1厨2卫,高楼层 (共22层),105.84㎡,平层,86.34㎡,板塔结合,北,框架结构,简装,三梯八户,有,2019-12-23,商品房,2008-06-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
825,['金府花园 3室1厅 西北'],350,26794,金府花园,锦江,合江亭,3室1厅1厨2卫,中楼层 (共28层),130.63㎡,平层,111.82㎡,塔楼,西北,框架结构,简装,两梯四户,有,2021-04-13,商品房,2016-11-26,普通住宅,满五年,共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
826,['紫东苑 3室1厅 东 西'],206,17915,紫东苑,锦江,合江亭,3室1厅1厨2卫,中楼层 (共7层),114.99㎡,平层,104.7㎡,板楼,东 西,砖混结构,简装,一梯两户,无,2021-09-05,商品房,2017-07-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
827,['海成大厦 3室1厅 东南'],280,14908,海成大厦,锦江,合江亭,3室1厅1厨2卫,中楼层 (共19层),187.83㎡,平层,暂无数据,板楼,东南,砖混结构,简装,三梯六户,有,2020-09-05,商品房,2017-08-02,普通住宅,满两年,非共有,"
                                有抵押 待落实
                              ",已上传房本照片,,,,
828,['镋钯街74号院 2室1厅 东'],98,17674,镋钯街74号院,锦江,合江亭,2室1厅1厨1卫,高楼层 (共7层),55.45㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯三户,无,2021-06-29,商品房,2001-11-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
829,['龙井苑 2室1厅 南'],150,19608,龙井苑,锦江,合江亭,2室1厅1厨1卫,低楼层 (共7层),76.5㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-09-23,商品房,2005-06-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
830,['锦川楼 3室2厅 东南'],249,16312,锦川楼,锦江,合江亭,3室2厅1厨2卫,高楼层 (共20层),152.65㎡,平层,暂无数据,塔楼,东南,混合结构,简装,两梯八户,有,2021-10-13,商品房,2004-06-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
831,['外滩 3室2厅 东南'],226,24866,外滩,锦江,九眼桥,3室2厅1厨1卫,低楼层 (共41层),90.89㎡,平层,71.06㎡,板塔结合,东南,框架结构,简装,三梯六户,有,2021-08-20,商品房,2011-05-12,普通住宅,满五年,非共有,"
                                有抵押 9万元 业主自还
                              ",已上传房本照片,,,,
832,['朗基望今缘 4室2厅 西南'],870,31226,朗基望今缘,锦江,莲花,4室2厅1厨3卫,低楼层 (共29层),278.62㎡,平层,226.43㎡,板楼,西南,钢混结构,其他,三梯两户,有,2020-09-10,商品房,2015-08-24,普通住宅,满五年,非共有,"
                                有抵押 400万元 业主自还
                              ",已上传房本照片,,,,
833,['瑞升望江橡树林二期 3室2厅 东南'],262,28925,瑞升望江橡树林二期,锦江,三官堂,3室2厅1厨1卫,高楼层 (共34层),90.58㎡,平层,70.82㎡,板塔结合,东南,钢混结构,精装,三梯六户,有,2021-11-17,商品房,2013-02-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
834,['总府花园 2室1厅 西 西北'],202,24189,总府花园,锦江,合江亭,2室1厅1厨1卫,中楼层 (共30层),83.51㎡,平层,暂无数据,塔楼,西 西北,框架结构,简装,三梯十户,有,2021-04-08,商品房,2009-09-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
835,['总府花园 2室1厅 西北'],220,25282,总府花园,锦江,合江亭,2室1厅1厨2卫,高楼层 (共30层),87.02㎡,平层,67.18㎡,塔楼,西北,框架结构,精装,三梯十户,有,2021-05-01,商品房,2011-11-28,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
836,['点将台横街55号 3室2厅 东南'],103,12299,点将台横街55号,锦江,合江亭,3室2厅1厨1卫,高楼层 (共7层),83.75㎡,平层,83.75㎡,板楼,东南,混合结构,简装,一梯两户,暂无数据,2021-07-19,商品房,2013-05-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
837,['朗御 3室2厅 东'],568,30857,朗御,锦江,合江亭,3室2厅1厨2卫,高楼层 (共51层),184.08㎡,跃层,131.99㎡,塔楼,东,框架结构,精装,五梯六户,有,2021-04-03,商品房,2014-07-08,普通住宅,满五年,共有,"
                                有抵押 280万元 金融公司垫资
                              ",已上传房本照片,,,,
838,['东安北路4号 2室1厅 东'],123,18802,东安北路4号,锦江,红星路,2室1厅1厨1卫,中楼层 (共7层),65.42㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021-06-18,已购公房,2012-05-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
839,['成都化工研究设计院 3室1厅 东'],93,15639,成都化工研究设计院,锦江,合江亭,3室1厅1厨1卫,高楼层 (共6层),59.47㎡,平层,暂无数据,板楼,东,砖混结构,毛坯,一梯两户,无,2021-03-25,商品房,2012-09-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
840,['粼江峰阁 4室1厅 东南'],460,27257,粼江峰阁,锦江,九眼桥,4室1厅1厨2卫,中楼层 (共29层),168.77㎡,平层,暂无数据,板塔结合,东南,框架结构,其他,两梯四户,有,2021-12-09,商品房,2021-09-15,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
841,['成都化工研究设计院 3室1厅 东'],93,15639,成都化工研究设计院,锦江,合江亭,3室1厅1厨1卫,高楼层 (共6层),59.47㎡,平层,暂无数据,板楼,东,砖混结构,毛坯,一梯两户,无,2021-03-25,商品房,2012-09-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
842,['摩玛城 3室2厅 北'],225,24000,摩玛城,锦江,三官堂,3室2厅1厨1卫,中楼层 (共40层),93.75㎡,平层,73.17㎡,板塔结合,北,框架结构,简装,三梯七户,有,2021-09-07,商品房,2012-08-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
843,['花香苑三区 3室2厅 东南'],115,12120,花香苑三区,锦江,蓝谷地,3室2厅1厨1卫,低楼层 (共6层),94.89㎡,平层,85.55㎡,板楼,东南,砖混结构,简装,一梯两户,暂无数据,2021-04-20,拆迁安置房,2010-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
844,['上行汇锦 2室1厅 东'],169,21078,上行汇锦,锦江,合江亭,2室1厅1厨1卫,中楼层 (共34层),80.18㎡,平层,64.45㎡,塔楼,东,钢混结构,简装,三梯七户,有,2021-09-15,商品房,2013-07-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
845,['总府花园 2室1厅 南'],180,21555,总府花园,锦江,合江亭,2室1厅1厨2卫,高楼层 (共30层),83.51㎡,平层,暂无数据,塔楼,南,框架结构,简装,三梯十户,有,2021-03-26,商品房,2007-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
846,['康郡 4室2厅 北'],420,24040,康郡,锦江,东光小区,4室2厅1厨2卫,高楼层 (共11层),174.71㎡,平层,暂无数据,塔楼,北,钢混结构,简装,一梯两户,有,2021-10-05,商品房,2009-06-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
847,['望江橡树林一期 3室2厅 西'],380,27001,望江橡树林一期,锦江,三官堂,3室2厅2厨2卫,中楼层 (共33层),140.74㎡,跃层,117.06㎡,板塔结合,西,框架结构,毛坯,两梯六户,有,2021-10-23,商品房,2010-10-14,普通住宅,满五年,共有,"
                                有抵押 15万元 建设银行 业主自还
                              ",已上传房本照片,,,,
848,['卓锦城六期 4室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,卓锦城六期,锦江,卓锦城,4室1厅1厨2卫,低楼层 (共31层),132.67㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2021-06-25,商品房,2014-04-14,普通住宅,满五年,非共有,"
                                有抵押 60万元 金融公司垫资
                              ",已上传房本照片,,,,
849,['川报锦苑 3室2厅 东北'],499,34699,川报锦苑,锦江,红星路,3室2厅1厨2卫,低楼层 (共24层),143.81㎡,错层,暂无数据,塔楼,东北,框架结构,其他,两梯三户,有,2021-07-01,商品房,2016-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
850,['望江橡树林一期 2室2厅 南'],228,25055,望江橡树林一期,锦江,三官堂,2室2厅1厨1卫,低楼层 (共34层),91㎡,平层,73.41㎡,板塔结合,南,框架结构,精装,两梯六户,有,2021-06-28,商品房,2014-07-15,普通住宅,满五年,非共有,"
                                有抵押 20万元 装修贷 业主自还
                              ",已上传房本照片,,,,
851,['瑞升望江橡树林二期 3室2厅 西南'],269,29790,瑞升望江橡树林二期,锦江,三官堂,3室2厅1厨1卫,高楼层 (共34层),90.3㎡,平层,70.78㎡,塔楼,西南,钢混结构,精装,三梯五户,有,2021-07-26,商品房,2016-04-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
852,['锦洲花园 3室2厅 西北'],155,18905,锦洲花园,锦江,三官堂,3室2厅1厨1卫,中楼层 (共6层),81.99㎡,平层,74.17㎡,板楼,西北,钢混结构,简装,一梯四户,无,2021-08-05,商品房,2006-05-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
853,['蜀光新城二期 3室2厅 西南'],235,21430,蜀光新城二期,锦江,九眼桥,3室2厅1厨1卫,高楼层 (共18层),109.66㎡,平层,91.59㎡,板塔结合,西南,砖混结构,简装,两梯四户,有,2021-10-04,商品房,2014-02-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
854,['锦洲花园 3室2厅 东南 南'],140,17074,锦洲花园,锦江,三官堂,3室2厅1厨1卫,高楼层 (共6层),82㎡,平层,暂无数据,板楼,东南 南,混合结构,简装,一梯四户,无,2021-10-24,商品房,2005-02-01,普通住宅,满五年,非共有,"
                                有抵押 60万元 中兴银行
                              ",已上传房本照片,,,,
855,['蓉上坊二期 2室1厅 东南'],255,27809,蓉上坊二期,锦江,合江亭,2室1厅1厨1卫,高楼层 (共25层),91.7㎡,平层,80㎡,塔楼,东南,钢混结构,简装,两梯四户,有,2021-10-01,商品房,2011-12-28,普通住宅,满五年,共有,"
                                有抵押 10万元 光大银行有 业主自还
                              ",已上传房本照片,,,,
856,['摩玛城 3室1厅 西'],234,27382,摩玛城,锦江,三官堂,3室1厅1厨1卫,高楼层 (共40层),85.46㎡,平层,12㎡,板塔结合,西,框架结构,其他,三梯七户,有,2021-07-24,商品房,2012-12-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
857,['恒大都汇华庭 1室1厅 东'],250,37170,恒大都汇华庭,锦江,合江亭,1室1厅1厨1卫,高楼层 (共50层),67.26㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,四梯六户,有,2021-08-31,商品房,2018-08-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
858,['锦海国际花园 4室1厅 南'],340,20838,锦海国际花园,锦江,合江亭,4室1厅1厨2卫,中楼层 (共24层),163.17㎡,跃层,暂无数据,塔楼,南,框架结构,精装,两梯六户,有,2019-05-31,商品房,2009-10-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
859,['正成财富ID 1室2厅 西南'],140,19694,正成财富ID,锦江,盐市口,1室2厅1厨2卫,高楼层 (共31层),71.09㎡,跃层,55.35㎡,板楼,西南,框架结构,精装,四梯二十四户,有,2020-04-18,商品房,2010-01-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
860,['启明公寓 3室1厅 东南'],255,18479,启明公寓,锦江,合江亭,3室1厅1厨2卫,低楼层 (共26层),138㎡,平层,133㎡,板塔结合,东南,砖混结构,简装,两梯六户,有,2020-11-17,商品房,2001-11-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
861,['世纪朝阳 2室1厅 西南'],210,22956,世纪朝阳,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共26层),91.48㎡,平层,74.91㎡,板塔结合,西南,框架结构,精装,两梯四户,有,2021-06-10,商品房,2013-01-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
862,['上行汇锦 2室1厅 东'],168,20953,上行汇锦,锦江,合江亭,2室1厅1厨1卫,中楼层 (共34层),80.18㎡,平层,64.45㎡,塔楼,东,钢混结构,简装,三梯七户,有,2021-08-25,商品房,2009-12-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
863,['金房三径 4室2厅 西南'],1000,26812,金房三径,锦江,三圣乡,4室2厅1厨3卫,低楼层 (共3层),372.97㎡,,暂无数据,,西南,未知结构,毛坯,,,2020-11-13,商品房,2017-05-24,别墅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,暂无数据
864,['摩玛城 2室1厅 南'],170,21484,摩玛城,锦江,三官堂,2室1厅1厨1卫,高楼层 (共34层),79.13㎡,平层,64.92㎡,板塔结合,南,框架结构,精装,三梯七户,有,2021-10-19,商品房,2018-11-08,普通住宅,满两年,非共有,"
                                有抵押 50万元 中国银行 业主自还
                              ",已上传房本照片,,,,
865,['南糠市街48号 2室1厅 东南'],110,14179,南糠市街48号,锦江,合江亭,2室1厅1厨1卫,中楼层 (共7层),77.58㎡,平层,72.06㎡,板楼,东南,砖混结构,其他,一梯两户,无,2021-09-03,商品房,2014-08-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
866,['铁狮门晶融汇 2室1厅 南 西南'],340,37795,铁狮门晶融汇,锦江,合江亭,2室1厅1厨2卫,高楼层 (共40层),89.96㎡,平层,暂无数据,塔楼,南 西南,框架结构,精装,三梯八户,有,2021-07-13,商品房,2017-07-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
867,['摩玛城 3室1厅 东'],198,23045,摩玛城,锦江,三官堂,3室1厅1厨1卫,低楼层 (共33层),85.92㎡,平层,68.52㎡,板塔结合,东,框架结构,精装,三梯八户,有,2021-09-01,商品房,2015-03-31,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
868,['粼江峰阁 3室1厅 西南'],380,25685,粼江峰阁,锦江,九眼桥,3室1厅1厨2卫,中楼层 (共30层),147.95㎡,平层,121.45㎡,板塔结合,西南,框架结构,简装,三梯六户,有,2021-08-22,商品房,2016-05-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
869,['南糠市街48号 2室1厅 南'],130,18503,南糠市街48号,锦江,合江亭,2室1厅1厨1卫,高楼层 (共7层),70.26㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯三户,无,2021-02-24,商品房,2014-08-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
870,['锦海国际花园 4室1厅 南'],340,20838,锦海国际花园,锦江,合江亭,4室1厅1厨2卫,中楼层 (共24层),163.17㎡,跃层,暂无数据,塔楼,南,框架结构,精装,两梯六户,有,2019-05-31,商品房,2009-10-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
871,['瑞升望江橡树林二期 3室2厅 西南'],269,29790,瑞升望江橡树林二期,锦江,三官堂,3室2厅1厨1卫,高楼层 (共34层),90.3㎡,平层,70.78㎡,塔楼,西南,钢混结构,精装,三梯五户,有,2021-07-26,商品房,2016-04-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
872,['摩玛城 3室1厅 西'],234,27382,摩玛城,锦江,三官堂,3室1厅1厨1卫,高楼层 (共40层),85.46㎡,平层,12㎡,板塔结合,西,框架结构,其他,三梯七户,有,2021-07-24,商品房,2012-12-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
873,['望江橡树林一期 2室2厅 南'],228,25055,望江橡树林一期,锦江,三官堂,2室2厅1厨1卫,低楼层 (共34层),91㎡,平层,73.41㎡,板塔结合,南,框架结构,精装,两梯六户,有,2021-06-28,商品房,2014-07-15,普通住宅,满五年,非共有,"
                                有抵押 20万元 装修贷 业主自还
                              ",已上传房本照片,,,,
874,['粼江峰阁 3室1厅 西南'],380,25685,粼江峰阁,锦江,九眼桥,3室1厅1厨2卫,中楼层 (共30层),147.95㎡,平层,121.45㎡,板塔结合,西南,框架结构,简装,三梯六户,有,2021-08-22,商品房,2016-05-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
875,['摩玛城 3室1厅 东'],198,23045,摩玛城,锦江,三官堂,3室1厅1厨1卫,低楼层 (共33层),85.92㎡,平层,68.52㎡,板塔结合,东,框架结构,精装,三梯八户,有,2021-09-01,商品房,2015-03-31,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
876,['粼江峰阁 3室2厅 西北'],340,24184,粼江峰阁,锦江,九眼桥,3室2厅1厨2卫,低楼层 (共30层),140.59㎡,平层,暂无数据,板塔结合,西北,框架结构,精装,三梯六户,有,2021-06-06,商品房,2014-09-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
877,['铁狮门晶融汇 2室1厅 南 西南'],340,37795,铁狮门晶融汇,锦江,合江亭,2室1厅1厨2卫,高楼层 (共40层),89.96㎡,平层,暂无数据,塔楼,南 西南,框架结构,精装,三梯八户,有,2021-07-13,商品房,2017-07-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
878,['卓锦城六期 4室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,卓锦城六期,锦江,卓锦城,4室1厅1厨2卫,低楼层 (共31层),132.67㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2021-06-25,商品房,2014-04-14,普通住宅,满五年,非共有,"
                                有抵押 60万元 金融公司垫资
                              ",已上传房本照片,,,,
879,['川报锦苑 3室2厅 东北'],499,34699,川报锦苑,锦江,红星路,3室2厅1厨2卫,低楼层 (共24层),143.81㎡,错层,暂无数据,塔楼,东北,框架结构,其他,两梯三户,有,2021-07-01,商品房,2016-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
880,['年丰巷45号 2室2厅 东'],140,15499,年丰巷45号,锦江,合江亭,2室2厅1厨1卫,高楼层 (共7层),90.33㎡,平层,暂无数据,板楼,东,混合结构,其他,一梯两户,无,2021-05-28,已购公房,2004-01-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
881,['塔子山壹号 5室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,塔子山壹号,锦江,沙河堡,5室2厅1厨3卫,高楼层 (共6层),199.07㎡,跃层,176.02㎡,塔楼,东,钢混结构,毛坯,两梯两户,有,2019-11-03,商品房,2018-01-15,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,,,,
882,['青龙正街102号 3室2厅 南'],183,15817,青龙正街102号,锦江,合江亭,3室2厅1厨2卫,高楼层 (共7层),115.7㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-03-03,商品房,1999-03-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
883,['红石柱横街9号 3室1厅 东南'],130,17406,红石柱横街9号,锦江,合江亭,3室1厅1厨1卫,高楼层 (共7层),74.69㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯两户,暂无数据,2021-08-20,商品房,1990-02-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
884,['世纪朝阳 2室1厅 西南'],210,22956,世纪朝阳,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共26层),91.48㎡,平层,74.91㎡,板塔结合,西南,框架结构,精装,两梯四户,有,2021-06-10,商品房,2013-01-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
885,['上行汇锦 2室1厅 东'],168,20953,上行汇锦,锦江,合江亭,2室1厅1厨1卫,中楼层 (共34层),80.18㎡,平层,64.45㎡,塔楼,东,钢混结构,简装,三梯七户,有,2021-08-25,商品房,2009-12-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
886,['花香苑三区 3室2厅 东南'],115,12120,花香苑三区,锦江,蓝谷地,3室2厅1厨1卫,低楼层 (共6层),94.89㎡,平层,85.55㎡,板楼,东南,砖混结构,简装,一梯两户,暂无数据,2021-04-20,拆迁安置房,2010-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
887,['上行汇锦 2室1厅 东'],169,21078,上行汇锦,锦江,合江亭,2室1厅1厨1卫,中楼层 (共34层),80.18㎡,平层,64.45㎡,塔楼,东,钢混结构,简装,三梯七户,有,2021-09-15,商品房,2013-07-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
888,['总府花园 2室1厅 南'],180,21555,总府花园,锦江,合江亭,2室1厅1厨2卫,高楼层 (共30层),83.51㎡,平层,暂无数据,塔楼,南,框架结构,简装,三梯十户,有,2021-03-26,商品房,2007-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
889,['东安北路4号 2室1厅 东'],123,18802,东安北路4号,锦江,红星路,2室1厅1厨1卫,中楼层 (共7层),65.42㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021-06-18,已购公房,2012-05-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
890,['启明公寓 3室1厅 东南'],255,18479,启明公寓,锦江,合江亭,3室1厅1厨2卫,低楼层 (共26层),138㎡,平层,133㎡,板塔结合,东南,砖混结构,简装,两梯六户,有,2020-11-17,商品房,2001-11-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
891,['南糠市街48号 2室1厅 南'],130,18503,南糠市街48号,锦江,合江亭,2室1厅1厨1卫,高楼层 (共7层),70.26㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯三户,无,2021-02-24,商品房,2014-08-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
892,['成都电业局宿舍 2室1厅 西南'],165,21133,成都电业局宿舍,锦江,红星路,2室1厅1厨1卫,低楼层 (共7层),78.08㎡,平层,暂无数据,板楼,西南,混合结构,精装,一梯四户,无,2021-07-15,商品房,2010-08-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
893,['翡翠城四期 6室2厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,翡翠城四期,锦江,东湖,6室2厅1厨3卫,高楼层 (共30层),241.79㎡,跃层,暂无数据,板塔结合,东北,钢混结构,精装,三梯三户,有,2021-01-14,商品房,2017-06-30,普通住宅,满两年,非共有,"
                                有抵押 580万元 建行 业主自还
                              ",已上传房本照片,,,,
894,['朗御 3室2厅 东'],568,30857,朗御,锦江,合江亭,3室2厅1厨2卫,高楼层 (共51层),184.08㎡,跃层,131.99㎡,塔楼,东,框架结构,精装,五梯六户,有,2021-04-03,商品房,2014-07-08,普通住宅,满五年,共有,"
                                有抵押 280万元 金融公司垫资
                              ",已上传房本照片,,,,
895,['银唐国际 3室1厅 东'],260,21884,银唐国际,锦江,合江亭,3室1厅1厨2卫,低楼层 (共28层),118.81㎡,跃层,暂无数据,板塔结合,东,框架结构,精装,三梯十三户,有,2021-07-27,商品房,2008-06-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
896,['外滩 2室1厅 西'],195,25787,外滩,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共41层),75.62㎡,平层,暂无数据,板塔结合,西,框架结构,精装,三梯六户,有,2021-03-04,商品房,2016-12-14,普通住宅,满五年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
897,['恒大都汇华庭 2室1厅 东'],339.6,39292,恒大都汇华庭,锦江,合江亭,2室1厅1厨1卫,低楼层 (共50层),86.43㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,四梯六户,有,2021-12-11,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 120万元 业主自还
                              ",未上传房本照片,,,,
898,['下莲池街8号 3室2厅 东南'],250,18430,下莲池街8号,锦江,合江亭,3室2厅1厨2卫,低楼层 (共7层),135.65㎡,平层,暂无数据,板楼,东南,钢混结构,其他,一梯两户,无,2021-08-20,商品房,2007-02-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
899,['上行汇锦 3室2厅 西'],214,23376,上行汇锦,锦江,合江亭,3室2厅1厨1卫,低楼层 (共34层),91.55㎡,平层,73.59㎡,塔楼,西,钢混结构,简装,三梯七户,有,2020-09-20,商品房,2009-12-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
900,['南糠市街48号 2室1厅 南 北'],125,17891,南糠市街48号,锦江,合江亭,2室1厅1厨1卫,中楼层 (共7层),69.87㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯四户,无,2021-11-10,商品房,2017-12-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
901,['粼江峰阁 3室2厅 南'],398,26985,粼江峰阁,锦江,九眼桥,3室2厅1厨2卫,高楼层 (共29层),147.49㎡,平层,暂无数据,板塔结合,南,框架结构,精装,三梯六户,有,2021-09-29,商品房,2008-03-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
902,['下莲池街8号 3室2厅 东南'],250,18430,下莲池街8号,锦江,合江亭,3室2厅1厨2卫,低楼层 (共7层),135.65㎡,平层,暂无数据,板楼,东南,钢混结构,其他,一梯两户,无,2021-08-20,商品房,2007-02-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
903,['华都美林湾 1室1厅 东南'],110,19742,华都美林湾,锦江,三圣乡,1室1厅1厨1卫,高楼层 (共30层),55.72㎡,平层,44.1㎡,塔楼,东南,框架结构,毛坯,两梯六户,有,2019-03-27,商品房,2010-12-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
