,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
2412,['万兴街1号院 2室1厅 西'],48.8,9217,万兴街1号院,成华,万象城,2室1厅1厨1卫,高楼层 (共7层),52.95㎡,平层,暂无数据,板楼,西,混合结构,简装,一梯三户,暂无数据,2021/1/12,商品房,2010/3/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2413,['万科金域蓝湾一期 2室1厅 东'],190,22225,万科金域蓝湾一期,成华,建设路,2室1厅1厨1卫,高楼层 (共35层),85.49㎡,平层,66.75㎡,塔楼,东,钢混结构,精装,两梯五户,有,2021/6/17,商品房,2010/3/23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2414,['首创爱这城一二期 2室1厅 东 南'],151.1,15709,首创爱这城一二期,成华,建设路,2室1厅1厨1卫,高楼层 (共33层),96.15㎡,平层,76.3㎡,板塔结合,东 南,钢混结构,精装,三梯七户,有,2021/2/27,商品房,2009/9/18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2415,['驷马康城 2室1厅 南'],135,16823,驷马康城,成华,驷马桥,2室1厅1厨1卫,低楼层 (共22层),80.25㎡,平层,64.04㎡,板塔结合,南,框架结构,简装,两梯七户,有,2021/9/8,限价商品房,2015/10/23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2416,['华润二十四城一期 3室1厅 北'],218,24484,华润二十四城一期,成华,万象城,3室1厅1厨1卫,低楼层 (共32层),89.04㎡,平层,68.3㎡,塔楼,北,砖混结构,简装,两梯四户,有,2021/10/11,商品房,2017/8/17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2417,['花样年花郡 1室1厅 西'],90,20638,花样年花郡,成华,万象城,1室1厅1厨1卫,高楼层 (共32层),43.61㎡,平层,32.07㎡,板塔结合,西,框架结构,简装,六梯二十四户,有,2021/1/27,商品房,2012/4/19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2418,['荣盛香榭兰庭二期 1室1厅 西南'],52,12024,荣盛香榭兰庭二期,成华,东客站,1室1厅1厨1卫,低楼层 (共23层),43.25㎡,跃层,暂无数据,板楼,西南,框架结构,精装,两梯八户,有,2020/11/13,商品房,2019/1/18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2419,['上行锦绣 1室1厅 西'],60,14878,上行锦绣,成华,驷马桥,1室1厅1厨1卫,低楼层 (共21层),40.33㎡,平层,暂无数据,塔楼,西,钢混结构,毛坯,两梯六户,有,2021/4/21,商品房,2010/5/22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2420,['花样年花郡 1室1厅 南'],118,19693,花样年花郡,成华,万象城,1室1厅1厨1卫,低楼层 (共26层),59.92㎡,平层,51.48㎡,板塔结合,南,框架结构,毛坯,两梯四户,有,2021/5/22,商品房,2010/6/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2421,['万科金域蓝湾一期 2室1厅 东'],191,22782,万科金域蓝湾一期,成华,建设路,2室1厅1厨1卫,高楼层 (共35层),83.84㎡,平层,65.1㎡,塔楼,东,钢混结构,精装,三梯六户,有,2021/9/23,商品房,2016/9/18,普通住宅,满五年,非共有,"
                                有抵押 50万元 农业 业主自还
                              ",已上传房本照片,,,,
2422,['招商雍华府一期 2室2厅 南'],175,19840,招商雍华府一期,成华,驷马桥,2室2厅1厨1卫,低楼层 (共18层),88.21㎡,平层,74.64㎡,板塔结合,南,钢混结构,精装,两梯六户,有,2020/7/25,商品房,2013/12/6,普通住宅,满五年,共有,"
                                有抵押 65万元
                              ",已上传房本照片,,,,
2423,['龙湖三千里A区一期 2室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千里A区一期,成华,SM广场,2室1厅1厨1卫,高楼层 (共34层),85.94㎡,平层,67.42㎡,塔楼,东,钢混结构,简装,四梯七户,有,2020/12/30,商品房,2009/5/22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2424,['华西花园一期 2室2厅 西南'],108,13497,华西花园一期,成华,万年场,2室2厅1厨1卫,高楼层 (共6层),80.02㎡,平层,70.49㎡,板楼,西南,框架结构,简装,一梯两户,无,2021/7/7,商品房,2011/7/4,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2425,['瀚林花园 2室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,瀚林花园,成华,八里小区,2室1厅1厨1卫,高楼层 (共18层),89.69㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯六户,有,2021/10/14,商品房,2017/8/31,普通住宅,满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,,,,
2426,['龙湖三千里A区一期 2室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千里A区一期,成华,SM广场,2室1厅1厨1卫,低楼层 (共34层),83.2㎡,平层,66.18㎡,塔楼,南,钢混结构,精装,四梯八户,有,2021/11/11,商品房,2016/7/27,普通住宅,满五年,共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,,,,
2427,['双水康城A区 2室1厅 北'],72,9937,双水康城A区,成华,驷马桥,2室1厅1厨1卫,中楼层 (共6层),72.46㎡,平层,暂无数据,板楼,北,砖混结构,毛坯,一梯四户,无,2021/7/23,商品房,2015/7/16,普通住宅,满五年,共有,"
                                有抵押 45万元 金融公司垫资
                              ",已上传房本照片,,,,
2428,['双林中横路8号 1室1厅 东南'],58,10358,双林中横路8号,成华,新华公园,1室1厅1厨1卫,高楼层 (共6层),56㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021/2/21,商品房,2017/6/27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2429,['双林中横路14号 2室1厅 西南'],90,13847,双林中横路14号,成华,新华公园,2室1厅1厨1卫,低楼层 (共6层),65㎡,平层,暂无数据,板楼,西南,混合结构,精装,一梯两户,无,2020/12/16,商品房,2019/7/10,普通住宅,满两年,非共有,"
                                有抵押 59万元 哈尔滨银行 金融公司垫资
                              ",已上传房本照片,,,,
2430,['花样年花郡 1室1厅 西'],90,20638,花样年花郡,成华,万象城,1室1厅1厨1卫,高楼层 (共32层),43.61㎡,平层,32.07㎡,板塔结合,西,框架结构,简装,六梯二十四户,有,2021/1/27,商品房,2012/4/19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2431,['双水康城A区 2室1厅 北'],72,9937,双水康城A区,成华,驷马桥,2室1厅1厨1卫,中楼层 (共6层),72.46㎡,平层,暂无数据,板楼,北,砖混结构,毛坯,一梯四户,无,2021/7/23,商品房,2015/7/16,普通住宅,满五年,共有,"
                                有抵押 45万元 金融公司垫资
                              ",已上传房本照片,,,,
2432,['上行锦绣 1室1厅 西'],60,14878,上行锦绣,成华,驷马桥,1室1厅1厨1卫,低楼层 (共21层),40.33㎡,平层,暂无数据,塔楼,西,钢混结构,毛坯,两梯六户,有,2021/4/21,商品房,2010/5/22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2433,['龙湖三千里A区一期 2室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千里A区一期,成华,SM广场,2室1厅1厨1卫,高楼层 (共34层),85.94㎡,平层,67.42㎡,塔楼,东,钢混结构,简装,四梯七户,有,2020/12/30,商品房,2009/5/22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2434,['花样年花郡 1室1厅 南'],118,19693,花样年花郡,成华,万象城,1室1厅1厨1卫,低楼层 (共26层),59.92㎡,平层,51.48㎡,板塔结合,南,框架结构,毛坯,两梯四户,有,2021/5/22,商品房,2010/6/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2435,['瀚林花园 2室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,瀚林花园,成华,八里小区,2室1厅1厨1卫,高楼层 (共18层),89.69㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯六户,有,2021/10/14,商品房,2017/8/31,普通住宅,满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,,,,
2436,['龙湖三千里A区一期 2室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千里A区一期,成华,SM广场,2室1厅1厨1卫,低楼层 (共34层),83.2㎡,平层,66.18㎡,塔楼,南,钢混结构,精装,四梯八户,有,2021/11/11,商品房,2016/7/27,普通住宅,满五年,共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,,,,
2437,['新里柏仕公馆 2室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,新里柏仕公馆,成华,东客站,2室2厅1厨1卫,高楼层 (共32层),88.84㎡,平层,71.04㎡,塔楼,南,框架结构,简装,两梯五户,有,2021/6/8,商品房,2014/9/11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2438,['新里柏仕公馆 2室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,新里柏仕公馆,成华,东客站,2室2厅1厨1卫,高楼层 (共32层),72.3㎡,平层,56.72㎡,塔楼,东南,框架结构,精装,四梯十户,有,2021/10/31,商品房,2013/11/29,普通住宅,满五年,共有,"
                                有抵押 10万元 中国银行 业主自还
                              ",已上传房本照片,,,,
2439,['锦都馨苑 1室1厅 东南'],75,14603,锦都馨苑,成华,八里小区,1室1厅1厨1卫,中楼层 (共7层),51.36㎡,平层,45.57㎡,板楼,东南,钢混结构,简装,一梯四户,无,2021/8/24,商品房,2010/3/26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2440,['蓝光COCO时代 3室2厅 西南'],146,21665,蓝光COCO时代,成华,八里小区,3室2厅1厨1卫,高楼层 (共31层),67.39㎡,平层,暂无数据,塔楼,西南,框架结构,精装,三梯九户,有,2021/10/24,商品房,2017/8/7,普通住宅,满两年,共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
2441,['中铁二局玛塞城 2室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,中铁二局玛塞城,成华,八里小区,2室2厅1厨1卫,高楼层 (共32层),54.87㎡,平层,42.28㎡,塔楼,西南,框架结构,精装,三梯十户,有,2021/4/2,商品房,2016/10/13,普通住宅,满五年,非共有,"
                                有抵押 30万元 招商银行 业主自还
                              ",已上传房本照片,,,,
2442,['阳光100米娅中心一期 1室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,阳光100米娅中心一期,成华,万年场,1室1厅1厨1卫,低楼层 (共32层),43.36㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯十六户,有,2021/10/17,商品房,2016/9/6,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2443,['红枫岭三期 2室1厅 西'],165,18624,红枫岭三期,成华,东郊记忆,2室1厅1厨2卫,中楼层 (共33层),88.6㎡,平层,71.44㎡,板塔结合,西,钢混结构,精装,三梯六户,有,2021/9/14,商品房,2011/9/8,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2444,['三友路99号 2室1厅 东南'],66.5,9500,三友路99号,成华,李家沱,2室1厅1厨1卫,高楼层 (共6层),70㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021/1/16,商品房,2012/7/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2445,['双庆路47号 2室2厅 东'],65,10056,双庆路47号,成华,万象城,2室2厅1厨1卫,高楼层 (共7层),64.64㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯四户,无,2020/12/4,商品房,1999/7/2,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2446,['华西花园一期 2室1厅 西北'],120,13996,华西花园一期,成华,万年场,2室1厅1厨1卫,中楼层 (共16层),85.74㎡,平层,72.36㎡,板塔结合,西北,框架结构,简装,两梯四户,有,2021/8/4,商品房,2010/1/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2447,['华宇阳光水岸 1室2厅 西南'],78.3,16509,华宇阳光水岸,成华,驷马桥,1室2厅1厨1卫,低楼层 (共21层),47.43㎡,平层,37.24㎡,板塔结合,西南,钢混结构,简装,两梯五户,有,2021/5/27,商品房,2015/3/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2448,['世茂玉锦湾一期 2室1厅 西'],99,12185,世茂玉锦湾一期,成华,猛追湾,2室1厅1厨1卫,高楼层 (共53层),81.25㎡,暂无数据,53.88㎡,塔楼,西,钢混结构,精装,六梯二十户,有,2020/7/16,商品房,2017/11/12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2449,['万兴街2号 2室2厅 北 南'],53,9935,万兴街2号,成华,万象城,2室2厅1厨1卫,高楼层 (共7层),53.35㎡,平层,50㎡,塔楼,北 南,砖混结构,精装,一梯两户,无,2021/9/8,商品房,2000/4/14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2450,['上行锦绣 2室1厅 南'],125,16743,上行锦绣,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),74.66㎡,平层,63.71㎡,塔楼,南,钢混结构,简装,两梯七户,有,2021/4/20,商品房,2011/3/11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2451,['华润二十四城一期 2室1厅 南'],228,25407,华润二十四城一期,成华,万象城,2室1厅1厨1卫,低楼层 (共32层),89.74㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021/3/9,商品房,2010/10/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2452,['九龙仓御园四期 2室1厅 北'],215,26128,九龙仓御园四期,成华,万象城,2室1厅1厨1卫,低楼层 (共31层),82.29㎡,平层,63.78㎡,板塔结合,北,钢混结构,精装,两梯六户,有,2021/9/24,商品房,2015/10/15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2453,['水岸东里 2室1厅 东'],95,12850,水岸东里,成华,万年场,2室1厅1厨1卫,低楼层 (共6层),73.93㎡,平层,暂无数据,板楼,东,钢混结构,精装,一梯三户,暂无数据,2021/3/31,商品房,2017/9/1,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2454,['中粮锦云 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,中粮锦云,成华,万年场,3室2厅1厨1卫,高楼层 (共29层),74㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021/9/10,商品房,2017/9/14,普通住宅,满两年,共有,"
                                有抵押 40万元 兴业 客户偿还
                              ",已上传房本照片,,,,
2455,['东篱路122号院 2室1厅 东南'],61,9408,东篱路122号院,成华,万象城,2室1厅1厨1卫,高楼层 (共7层),64.84㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯三户,无,2021/5/6,拆迁安置房,2008/3/10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2456,['新鸿路130号 2室1厅 东'],59,10447,新鸿路130号,成华,猛追湾,2室1厅1厨1卫,中楼层 (共6层),56.48㎡,暂无数据,暂无数据,平房,东,砖混结构,简装,一梯两户,无,2019/10/12,已购公房,2000/3/7,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2457,['双林中横路8号 2室2厅 东'],53,11112,双林中横路8号,成华,新华公园,2室2厅1厨1卫,高楼层 (共6层),47.7㎡,平层,47.7㎡,暂无数据,东,未知结构,简装,一梯两户,暂无数据,2021/9/26,已购公房,2013/9/17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2458,['富临理宫 1室1厅 南'],106,19732,富临理宫,成华,理工大,1室1厅1厨1卫,高楼层 (共32层),53.72㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯十四户,有,2021/9/23,商品房,2017/10/10,普通住宅,满两年,非共有,"
                                有抵押 29万元 建设银行公积金 业主自还
                              ",已上传房本照片,,,,
2459,['玉双路5号 1室1厅 东'],49,11024,玉双路5号,成华,猛追湾,1室1厅1厨1卫,中楼层 (共6层),44.45㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯四户,无,2021/3/27,商品房,2015/12/10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2460,['上行锦绣 2室1厅 南'],125,16743,上行锦绣,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),74.66㎡,平层,63.71㎡,塔楼,南,钢混结构,简装,两梯七户,有,2021/4/20,商品房,2011/3/11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2461,['华润二十四城一期 2室1厅 南'],228,25407,华润二十四城一期,成华,万象城,2室1厅1厨1卫,低楼层 (共32层),89.74㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021/3/9,商品房,2010/10/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2462,['华润二十四城一期 2室1厅 南'],230,25627,华润二十四城一期,成华,万象城,2室1厅1厨1卫,中楼层 (共32层),89.75㎡,平层,74㎡,塔楼,南,砖混结构,精装,两梯四户,有,2021/9/16,商品房,2017/9/28,普通住宅,满两年,非共有,"
                                有抵押 90万元 工商银行 客户偿还
                              ",已上传房本照片,,,,
2463,['亚光小区 2室1厅 东南'],70,11444,亚光小区,成华,建设路,2室1厅1厨1卫,中楼层 (共6层),61.17㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021/11/1,商品房,1997/11/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2464,['万科魅力之城四期 2室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,万科魅力之城四期,成华,成渝立交,2室1厅1厨1卫,高楼层 (共32层),86.89㎡,平层,70.08㎡,塔楼,南,钢混结构,精装,两梯六户,有,2020/10/27,商品房,2010/2/23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2465,['鲁能公馆 1室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,鲁能公馆,成华,万年场,1室1厅1厨1卫,中楼层 (共32层),51.13㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,2021/6/14,商品房,2019/3/18,普通住宅,满两年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
2466,['金津苑 2室1厅 东南'],94,11946,金津苑,成华,八里小区,2室1厅1厨1卫,中楼层 (共7层),78.69㎡,平层,70.88㎡,板楼,东南,砖混结构,精装,一梯三户,无,2021/3/31,商品房,2014/9/24,普通住宅,满五年,共有,"
                                有抵押 24万元 邮政银行 业主自还
                              ",已上传房本照片,,,,
2467,['漫岭云天 1室1厅 南'],70,14171,漫岭云天,成华,东客站,1室1厅1厨1卫,高楼层 (共33层),49.4㎡,平层,39.26㎡,塔楼,南,钢混结构,简装,两梯六户,有,2021/3/1,商品房,2014/9/11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2468,['水碾河社区 1室1厅 南'],57.5,12274,水碾河社区,成华,新华公园,1室1厅1厨1卫,高楼层 (共5层),46.85㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2021/1/28,商品房,2006/12/9,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2469,['万科金色乐府 3室1厅 北'],暂无数据,首付及贷款情况请咨询经纪人,万科金色乐府,成华,东郊记忆,3室1厅1厨2卫,低楼层 (共40层),89.18㎡,平层,89.18㎡,板塔结合,北,钢混结构,精装,四梯八户,有,2021/3/13,商品房,2018/3/16,普通住宅,满两年,非共有,"
                                有抵押 40万元 建设银行8支行 客户偿还
                              ",已上传房本照片,,,,
2470,['万科魅力之城四期 2室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,万科魅力之城四期,成华,成渝立交,2室2厅1厨1卫,高楼层 (共32层),89.39㎡,平层,72.1㎡,塔楼,南,钢混结构,精装,两梯六户,有,2021/10/5,商品房,2010/2/23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2471,['新鸿路130号 2室1厅 东'],59,10447,新鸿路130号,成华,猛追湾,2室1厅1厨1卫,中楼层 (共6层),56.48㎡,暂无数据,暂无数据,平房,东,砖混结构,简装,一梯两户,无,2019/10/12,已购公房,2000/3/7,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2472,['水畔经典 2室1厅 南'],148,18160,水畔经典,成华,李家沱,2室1厅1厨1卫,中楼层 (共21层),81.5㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,有,2021/9/16,商品房,2012/6/6,普通住宅,满五年,共有,"
                                有抵押 19万元 建设银行 业主自还
                              ",已上传房本照片,,,,
2473,['荆竹小区6号院 2室1厅 南'],68,9133,荆竹小区6号院,成华,驷马桥,2室1厅1厨1卫,高楼层 (共6层),74.46㎡,平层,64.16㎡,板楼,南,砖混结构,毛坯,一梯两户,无,2021/11/3,拆迁安置房,2012/5/14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2474,['华西花园一期 2室2厅 西南'],122,14731,华西花园一期,成华,万年场,2室2厅1厨1卫,高楼层 (共6层),82.82㎡,平层,72.29㎡,板楼,西南,框架结构,精装,一梯两户,无,2021/9/15,商品房,2018/1/24,普通住宅,满两年,非共有,"
                                有抵押 63万元 邮政 客户偿还
                              ",已上传房本照片,,,,
2475,['新鸿社区 1室1厅 北'],47,13056,新鸿社区,成华,新华公园,1室1厅1厨1卫,高楼层 (共6层),36㎡,平层,36㎡,板楼,北,砖混结构,精装,一梯三户,无,2021/11/16,商品房,2004/7/17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2476,['双庆路47号 2室2厅 东'],65,10056,双庆路47号,成华,万象城,2室2厅1厨1卫,高楼层 (共7层),64.64㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯四户,无,2020/12/4,商品房,1999/7/2,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2477,['红枫岭三期 2室1厅 西'],165,18624,红枫岭三期,成华,东郊记忆,2室1厅1厨2卫,中楼层 (共33层),88.6㎡,平层,71.44㎡,板塔结合,西,钢混结构,精装,三梯六户,有,2021/9/14,商品房,2011/9/8,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2478,['三友路99号 2室1厅 东南'],66.5,9500,三友路99号,成华,李家沱,2室1厅1厨1卫,高楼层 (共6层),70㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021/1/16,商品房,2012/7/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2479,['华西花园一期 2室1厅 西北'],120,13996,华西花园一期,成华,万年场,2室1厅1厨1卫,中楼层 (共16层),85.74㎡,平层,72.36㎡,板塔结合,西北,框架结构,简装,两梯四户,有,2021/8/4,商品房,2010/1/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2480,['世茂玉锦湾一期 2室1厅 西'],99,12185,世茂玉锦湾一期,成华,猛追湾,2室1厅1厨1卫,高楼层 (共53层),81.25㎡,暂无数据,53.88㎡,塔楼,西,钢混结构,精装,六梯二十户,有,2020/7/16,商品房,2017/11/12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2481,['万兴街2号 2室2厅 北 南'],53,9935,万兴街2号,成华,万象城,2室2厅1厨1卫,高楼层 (共7层),53.35㎡,平层,50㎡,塔楼,北 南,砖混结构,精装,一梯两户,无,2021/9/8,商品房,2000/4/14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2482,['九龙仓御园四期 2室1厅 北'],215,26128,九龙仓御园四期,成华,万象城,2室1厅1厨1卫,低楼层 (共31层),82.29㎡,平层,63.78㎡,板塔结合,北,钢混结构,精装,两梯六户,有,2021/9/24,商品房,2015/10/15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2483,['阳光100米娅中心一期 1室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,阳光100米娅中心一期,成华,万年场,1室1厅1厨1卫,低楼层 (共32层),43.36㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯十六户,有,2021/10/17,商品房,2016/9/6,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2484,['水岸东里 2室1厅 东'],96,13005,水岸东里,成华,万年场,2室1厅1厨1卫,中楼层 (共6层),73.82㎡,平层,暂无数据,板楼,东,钢混结构,毛坯,一梯三户,无,2021/6/18,商品房,2017/2/9,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
2485,['华宇阳光水岸 1室2厅 西南'],78.3,16509,华宇阳光水岸,成华,驷马桥,1室2厅1厨1卫,低楼层 (共21层),47.43㎡,平层,37.24㎡,板塔结合,西南,钢混结构,简装,两梯五户,有,2021/5/27,商品房,2015/3/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2486,['上行锦绣 2室1厅 东北 南'],79,14351,上行锦绣,成华,驷马桥,2室1厅1厨1卫,高楼层 (共21层),55.05㎡,平层,45.11㎡,塔楼,东北 南,钢混结构,简装,三梯十六户,有,2021/8/13,商品房,2011/3/14,普通住宅,满五年,共有,"
                                有抵押 8万元 业主自还
                              ",已上传房本照片,,,,
2487,['青秀城 2室1厅 南'],143,18679,青秀城,成华,驷马桥,2室1厅1厨1卫,高楼层 (共18层),76.56㎡,平层,暂无数据,塔楼,南,框架结构,简装,两梯六户,有,2021/8/22,商品房,2015/11/7,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
2488,['龙城 1室1厅 北'],85,18198,龙城,成华,驷马桥,1室1厅1厨1卫,中楼层 (共20层),46.71㎡,平层,暂无数据,板塔结合,北,框架结构,精装,三梯十四户,有,2020/11/5,商品房,2012/9/13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2489,['万科魅力之城四期 2室1厅 东 西'],175,19545,万科魅力之城四期,成华,成渝立交,2室1厅1厨1卫,低楼层 (共32层),89.54㎡,平层,72.21㎡,塔楼,东 西,钢混结构,精装,两梯六户,有,2021/6/20,商品房,2010/2/23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2490,['四川地质医院宿舍 2室1厅 东南'],56,8263,四川地质医院宿舍,成华,动物园,2室1厅1厨1卫,高楼层 (共4层),67.78㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯一户,无,2021/8/18,商品房,2016/3/26,普通住宅,满五年,非共有,"
                                有抵押 16万元
                              ",已上传房本照片,,,,
2491,['新禧苑 2室1厅 西南'],128,12440,新禧苑,成华,SM广场,2室1厅1厨2卫,低楼层 (共10层),102.9㎡,平层,暂无数据,板塔结合,西南,框架结构,毛坯,两梯八户,有,2021/3/11,商品房,2006/4/5,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2492,['长天路16号 2室1厅 西南'],55.5,10365,长天路16号,成华,万象城,2室1厅1厨1卫,中楼层 (共7层),53.55㎡,平层,暂无数据,塔楼,西南,混合结构,简装,一梯三户,无,2021/9/25,商品房,2003/5/15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
